1000,3,345827
1001,2,535161
1002,5,18281
1003,2,905647
1004,6,430831
1005,3,579996
1006,4,77084
1007,6,945361
1008,1,401372
1009,8,332790
1010,9,182520
1011,6,509080
1012,8,385167
1013,9,574002
1014,1,385641
1015,7,325743
1016,10,900344
1017,4,995347
1018,9,492965
1019,9,390123
1020,3,868770
1021,5,759128
1022,7,446279
1023,7,761229
1024,3,798064
1025,3,987055
1026,6,30496
1027,5,461411
1028,8,875961
1029,5,796114
1030,9,861353
1031,6,703001
1032,1,699104
1033,7,326627
1034,7,910529
1035,5,12054
1036,10,960450
1037,10,977687
1038,6,380889
1039,2,527894
1040,5,758344
1041,5,706518
1042,7,606837
1043,7,248430
1044,10,212852
1045,6,784730
1046,4,33810
1047,3,630978
1048,7,408610
1049,10,654302
1050,7,875138
1051,10,877222
1052,1,117974
1053,10,405888
1054,8,347429
1055,3,900593
1056,8,639356
1057,4,835943
1058,2,957755
1059,1,747307
1060,2,683251
1061,3,192928
1062,9,882939
1063,3,346867
1064,10,480471
1065,10,991678
1066,7,736998
1067,8,88379
1068,1,509130
1069,8,601819
1070,10,559244
1071,8,84883
1072,9,737864
1073,10,398249
1074,5,412682
1075,5,325292
1076,7,403852
1077,1,109896
1078,1,962269
1079,6,183698
1080,5,25655
1081,4,20225
1082,4,262808
1083,7,230124
1084,6,36838
1085,2,324426
1086,2,116426
1087,4,304126
1088,2,538281
1089,9,805898
1090,6,318888
1091,9,430620
1092,10,778546
1093,2,48474
1094,3,617504
1095,5,446675
1096,9,28093
1097,8,157661
1098,6,629556
1099,10,11619
1100,10,653229
1101,1,671703
1102,6,878284
1103,9,281574
1104,10,229594
1105,5,416233
1106,5,160996
1107,5,461004
1108,2,251302
1109,10,143647
1110,10,139422
1111,10,102228
1112,3,186010
1113,7,831267
1114,4,171486
1115,10,221244
1116,1,897291
1117,9,310679
1118,5,808002
1119,3,11055
1120,7,361755
1121,1,527225
1122,10,471652
1123,8,152302
1124,7,617552
1125,1,192592
1126,5,751847
1127,9,871528
1128,4,726653
1129,7,898986
1130,9,504556
1131,5,982284
1132,3,115289
1133,9,474032
1134,4,711049
1135,5,235812
1136,3,545662
1137,9,178311
1138,10,398715
1139,7,384874
1140,6,248826
1141,3,493667
1142,6,59894
1143,8,167750
1144,5,788639
1145,7,740935
1146,6,472072
1147,10,73157
1148,6,231773
1149,10,456261
1150,8,676135
1151,10,138524
1152,4,762851
1153,1,73350
1154,5,708382
1155,2,899444
1156,8,843517
1157,5,217794
1158,9,802770
1159,4,48495
1160,7,36796
1161,4,821574
1162,7,503164
1163,9,111348
1164,8,966362
1165,10,249205
1166,7,79952
1167,9,423487
1168,9,425222
1169,9,721012
1170,9,837587
1171,4,958832
1172,3,356816
1173,2,714445
1174,4,952260
1175,6,140992
1176,10,968450
1177,5,652461
1178,1,924988
1179,5,579169
1180,4,40177
1181,8,427657
1182,7,129452
1183,8,785844
1184,3,97602
1185,7,410651
1186,4,871795
1187,1,888764
1188,6,235788
1189,6,645629
1190,5,575417
1191,5,625907
1192,9,53276
1193,7,340356
1194,2,802904
1195,10,556936
1196,6,591385
1197,1,925507
1198,10,325243
1199,4,330776
1200,10,909599
1201,1,843217
1202,7,288957
1203,9,309085
1204,4,781558
1205,10,416664
1206,9,252691
1207,10,556812
1208,3,238547
1209,10,385699
1210,8,936865
1211,7,926246
1212,7,67198
1213,3,746890
1214,5,168006
1215,1,238200
1216,3,853943
1217,2,804449
1218,8,578107
1219,2,839436
1220,10,267769
1221,8,136341
1222,8,163929
1223,8,729524
1224,8,440949
1225,6,182256
1226,5,740310
1227,1,461103
1228,1,61192
1229,1,441121
1230,8,64530
1231,1,62363
1232,6,449763
1233,4,944419
1234,9,820991
1235,10,151028
1236,2,886854
1237,6,409638
1238,5,368800
1239,8,867253
1240,6,271073
1241,4,706038
1242,7,293874
1243,2,404171
1244,2,154545
1245,10,330860
1246,9,593463
1247,9,994002
1248,8,386669
1249,1,850431
1250,6,309862
1251,2,771830
1252,2,156068
1253,2,975043
1254,1,276623
1255,3,718659
1256,6,669875
1257,8,516185
1258,2,670095
1259,7,603675
1260,7,755808
1261,1,242257
1262,2,958162
1263,4,105529
1264,10,503019
1265,1,701262
1266,9,982139
1267,6,274845
1268,10,433212
1269,4,848135
1270,7,586968
1271,7,858026
1272,9,859486
1273,10,207701
1274,8,596089
1275,6,649947
1276,7,546927
1277,9,779936
1278,9,278417
1279,6,431429
1280,10,674733
1281,10,406962
1282,8,506538
1283,3,676278
1284,4,484028
1285,4,277480
1286,7,52954
1287,9,167805
1288,4,249506
1289,6,572700
1290,4,652344
1291,8,786250
1292,8,992129
1293,8,428635
1294,7,107216
1295,6,859747
1296,9,324528
1297,8,942915
1298,3,974657
1299,4,786048
1300,3,980367
1301,6,376756
1302,1,148703
1303,1,99059
1304,4,802459
1305,2,631564
1306,4,349573
1307,6,755109
1308,6,980609
1309,8,704437
1310,2,253665
1311,3,238030
1312,4,838286
1313,4,554710
1314,2,258009
1315,10,566728
1316,9,257331
1317,1,230189
1318,2,92253
1319,4,719049
